youtube_id,source,title
4sFguOAKLxc,channel,25-Jun-2024 |Dr BR అంబేద్కర్ విగ్రహ ఆవిష్కరణ  శ్రీకాకుళం ! |  Dr AS Ranjeet Ophir
zFjYF7VcCGQ,channel,25-Jun-2024 |Dr BR అంబేధ్కర్ విగ్రహ ఆవిష్కరణ  శ్రీకాకుళం ! |  Dr AS Ranjeet Ophir
pjRYnkCgc4Q,channel,23-Jun-2024 | Sunday Service | First Message | Malkajgiri Church | Apo Dr AS Ranjeet Ophir
MN9LntrbPIQ,channel,24-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 824 | Apo Dr AS Ranjeet Ophir
4WvIfteERKo,channel,23-Jun-2024 | Testimony & Ordination Ceremony of Bro Prabath Kumar | Jammu & Kashmir
2O5MIwvFJE8,channel,23-Jun-2024 | Sunday Service | Second Message | Central Church | Apo Dr AS Ranjeet Ophir
nmSiNgvPrME,channel,22-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 823 | Apo Dr AS Ranjeet Ophir
l6IS_o_J1BQ,channel,21-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 822 | Apo Dr AS Ranjeet Ophir
ZyHIlE0kIQU,channel,క్షీరసాగర మధనం - Episode 190 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 14-Jun-2024
TZL_cJ2deIk,channel,క్షీరసాగర మధనం - Episode 189 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 07-Jun-2024
Uk0O6_i8U0Q,channel,20-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 821 | Apo Dr AS Ranjeet Ophir
FqcluLEkYqA,channel,19-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 820 | Apo Dr AS Ranjeet Ophir
4fhXtKccf1w,channel,16-Jun-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
KDsYcqBu8ag,channel,16-Jun-2024 | Sunday Service | First Message | Central Church | Apostle Dr AS Ranjeet Ophir
yq46zIdOnd8,channel,"12-Jun-2024 | Ordained Ministers Conference, TS | Hyderabad | Apostle Dr A S Ranjeet Ophir"
q0_ZxR13KSI,channel,15-Jun-2024 | Day 2 | 1st Session | Fasting Prayer | Central Church | Apo Dr A S Ranjeet Ophir
KgVnDRA7-hU,channel,15-Jun-2024 | Day 2 | 2nd Session | Fasting Prayer | Central Church | Apo Dr A S Ranjeet Ophir
GzHWVL--pKY,channel,14-Jun-2024 | Fasting Prayer | Central Church | Apo Dr A S Ranjeet Ophir
glSLS5kptME,channel,14-Jun-2024 | Fasting Prayer | Central Church | Apo Dr A S Ranjeet Ophir
BoylLq9btqA,channel,06-04-2024 | రాజీవ్  గాంధీ నగర్ | గృహప్రవేశం | Ophir Ministris
t6RWOp0mikY,channel,02 - 06- 2024 | Sunday Service | Malkajgiri
P_PWFH0ufF4,channel,09-05-2024 | OMI | PF Mancheriala | Ophir Ministries
7sA2bpG8aXU,channel,09-Jun-2024 | Sunday Service AFGC | First message | Ophir Ministers
dVIZKR7rHbg,channel,09-Jun-2024 | Sunday Service | Second message | Ophir Ministers
Yme2DoePVKM,channel,07-Jun-2024 | Revival & Deliverence Meeting | CJC Life Global Mission | Ophir Ministers | KGF
aGfe-74rgvk,channel,07-Jun-2024 | Pastors and Leaders Conference | CJCLife Global Mission | Ophir Ministers | KGF
VueHMyji9fc,channel,07-Jun-2024 | Pastors and Leaders Conference | CJCLife Global Mission | Ophir Ministers | KGF
BbrVEKC70Ys,channel,06-Jun-2024 |అగాపే ఫుల్ గాస్పల్ చర్చ్ 15 వార్షికోత్సవం | ఆదోని | సందేశం | Apo Dr AS Ranjeet Ophir
qf7s-CsgJ_Y,channel,05-Jun-2024 |అగాపే ఫుల్ గాస్పెల్ చర్చ్ 15 వార్షికోత్సవం ఆదోని | Apo Dr AS Ranjeet Ophir
moiczTS6Kq4,channel,05-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 819 | Apo Dr AS Ranjeet Ophir
D_69GpvCaqY,channel,03-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 818 | Apo Dr AS Ranjeet Ophir
_9vpBo2K_h8,channel,02-Jun-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
18fajI3YGM4,channel,01-Jun-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 817 | Apo Dr AS Ranjeet Ophir
eSYMv1yyECE,channel,క్షీరసాగర మధనం - Episode 188 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 31-May-2024
kyAvecO06OY,channel,30-May-2024 | Abishikth 1st Birthday Celebration | Apo Dr AS Ranjeet Ophir
cakb4yNYTvQ,channel,28-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 816 | Apo Dr AS Ranjeet Ophir
dgI7ZYi5zjs,channel,27-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 815 | Apo Dr AS Ranjeet Ophir
o56rWPWedxo,channel,క్షీరసాగర మధనం - Episode 187 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 24-May-2024
2h1ynHyxcWY,channel,26-May-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
yzDtK_qCokc,channel,26-May-2024 | Sunday Service | First Message | Central Church | Apostle Dr AS Ranjeet Ophir
JeEqiRd0SOk,channel,"అసత్యపు ఆరోపణలతో ఉన్న దూషణకరమైన వీడియోస్ ని, చానల్స్ ని రిపోర్ట్ చేయండి | Dr Ophir's Call For Action"
luOlpVptl7E,channel,ఇహపరములలో నెందు వెదకిన | Yiha Paramulalo Nendhu Vedakina | Ranjith Ophir Songs
xMrANpLp3aw,channel,25-May-2024 | Murikipudi's Wedding Celebrations Vinay weds Sai Siri | Apo Dr AS Ranjeet Ophir
XqpK9SktIrE,channel,24-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 814 | Apo Dr AS Ranjeet Ophir
jxvPU6_ckc8,channel,19-May-2024 | Sunday Service | First Message | Malkajgiri Church | Apo Dr AS Ranjeet Ophir
jfBbz4zYLo0,channel,కుక్కలు మొరుగుతుండగా దేవుని సన్నిధిలో ఆనందిస్తున్న సింహం రంజిత్ ఓఫీర్!! | Ophir Ministries
lem5aZDCPbQ,channel,కుక్కలు మొరుగుతుండగా దేవుని సన్నిధిలో ఆనందిస్తున్న సింహం రంజిత్ ఓఫీర్!! | Ophir Ministries
6xdCdPRrjsQ,channel,22-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 813 | Apo Dr AS Ranjeet Ophir
IuNpXTYaCa0,channel,21-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 812 | Apo Dr AS Ranjeet Ophir
qlaFFMeLDCY,channel,అపో డా ఓఫీర్ గారు అరెస్టు కాలేదు!! | దుష్ప్రచారం నమ్మకండి | Ophir Ministries
LlY-XdXvGtI,channel,19-May-2024 |Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet OphirOphir
EHt9p3pcHG4,channel,17-May-2024 | సత్య సువార్త సభ ! AFGC కొండకర్ల శాఖ! | Apo Dr AS Ranjeet Ophir
yLNiJ3a4r1g,channel,17-May-2024 | సత్య సువార్త సభ ! AFGC కొండకర్ల శాఖ! | Apo Dr AS Ranjeet Ophir
tyml4djv4EQ,channel,17-May-2024 | Housewarming Ceremony of Bro Jeevan Prasad | Apostle Dr A S Ranjeet Ophir
U6dIRzf8bkw,channel,16-May-2024 | ఉత్తరాంధ్ర 6 జిల్లాల సేవకుల Ap  స్టేట్ నూతన నియామకాలు! | Apo Dr AS Ranjeet Ophir
tRmjygAa0WU,channel,16-May-2024 | ఉత్తరాంధ్ర 6 జిల్లాల సేవకుల సదస్సు! | Apo Dr AS Ranjeet Ophir
TCttBMoi7Xk,channel,16-May-2024 | ఆశీర్వాదకరమైన ఒక రోజు! | Apo Dr AS Ranjeet Ophir
mrvuzIZuWw0,channel,16-May-2024 | ఆశీర్వాదకరమైన ఒక రోజు! | Apo Dr AS Ranjeet Ophir
-H8GbpLEj34,channel,16-May-2024 | ఆశీర్వాదకరమైన ఒక రోజు! | Apo Dr AS Ranjeet Ophir
cuKMU61kilQ,channel,2వ దిన 24:22 మరియు మత్తయి 23:35 వచనాల్లోని జెకర్యా ఒకరేనా? | Short Messages | Apo Dr A Ranjeet Ophir
jJSbm3f5vhM,channel,ఉపదేశకుడు అనగా ఎవరు? హస్త నిక్షేపణ పొందకుండానే ఉపదేశం చేయవచ్చా? | Short Messages | Apostle Dr Ophir
RuBllM85-OE,channel,వాక్యం బోధించేటప్పుడు సినిమా లోని సంఘటనలు ప్రస్తావించవచ్చా? | Short Messages | Apo Dr Ranjeet Ophir
5Noyapbiv9s,channel,16-May-2024 | 1 | Apo Dr AS Ranjeet Ophir
IabUQQh5UPo,channel,14-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 811 | Apo Dr AS Ranjeet Ophir
LXa66r3syow,channel,క్షీరసాగర మధనం - Episode 186 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 03-May-2024
1-T59dd-Wac,channel,12-May-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
XD3swK9c0ms,channel,12-May-2024 | Sunday Service | First Message | Central Church | Apostle Dr AS Ranjeet Ophir
SVqnP0Ih8no,channel,12-May-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
TR43vAVnCsM,channel,10-May-2024 | Agape Full Gospel Church Zaheerabad Branch's 12th Anniversary Celebrations
2nKBuQULs0I,channel,10-May-2024 | Agape Full Gospel Church Zaheerabad Branch's 12th Anniversary Celebrations
esZRSxBjQtw,channel,09-May-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 810 | Apo Dr AS Ranjeet Ophir
lOlfIdwsHTQ,channel,05-May-2024 | Sunday Service | First Message | Central Church | Apostle Dr AS Ranjeet Ophir
MlziY_susy8,channel,05-May-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
HbUK2DAA5V8,channel,03-May-2024 | Hima Bindu & Jeevan Babu's Reception
mUMXj8IbEq4,channel,02-May-2024 | Memorial Service of Bro G S Emmanuel | Apostle Dr A S Ranjeet Ophir
-ZpZ7x1SFDo,channel,01-May-2024 | Hima Bindu & Jeevan Babu's Wedding Ceremony
Ee7WgBG9uGg,channel,01-May-2024 | Hima Bindu & Jeevan Babu's Wedding Ceremony
V9QPlSagDPQ,channel,28-Apr-2024 | Certificate Presentation - Teachers & Volunteers | VBS - 2024 | ACE Club
Kxz1srAue3g,channel,28-Apr-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
u2whd-qcxpU,channel,28-Apr-2024 | Certificate Presentation - Teachers & Volunteers | VBS - 2024 | ACE Club
EfnWbTZVdOU,channel,27-Apr-2024 | Valedictory  Function | Day 3 | Vacation Bible School(VBS) - 2024 | ACE Club
uawoFehRm-M,channel,27-Apr-2024 | Day 3 | Session 2 | Vacation Bible School(VBS) - 2024 | ACE Club
bIBpERv2k3c,channel,క్షీరసాగర మధనం - Episode 185 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 26-Apr-2024
HY9jZ_vJs3Q,channel,27-Apr-2024 | Day 3 | Session 1 | Vacation Bible School(VBS) - 2024 | ACE Club
V3azGlLSm74,channel,27-Apr-2024 | Day 3 | Teacher's Devotion | Vacation Bible School - 2024
LyGqx1tBBng,channel,26-Apr-2024 | Day 2 | Session 2 | Vacation Bible School(VBS) - 2024 | ACE Club
AKB-xUm1o1s,channel,26-Apr-2024 | Day 2 | Session 1 | Vacation Bible School(VBS) - 2024 | ACE Club
IeSc4sMoGZs,channel,26-Apr-2024 | Day 2 | Teacher's Devotion | Vacation Bible School - 2024
cvzTnJ4Rebg,channel,25-Apr-2024 | 19th Anniversary Celebrations of AFGC Thallarevu | Apostle Dr A S Ranjeet Ophir
0vbQgKHhbm0,channel,25-Apr-2024 | Day 1 | Session 1 |  Vacation Bible School - 2024 | ACE Club
h6vzE4MoxgY,channel,25-Apr-2024 | Day 1 | Session 2 | Vacation Bible School - 2024 | ACE Club
m3AulHLnOl4,channel,25-Apr-2024 | Day 1 | Session 1 | Vacation Bible School - 2024 | ACE Club
5whdaIr8BE0,channel,25-Apr-2024 | Day 1 | Teacher's Devotion | Vacation Bible School - 2024
6OzS1Y3IAN0,channel,జై శ్రీరామ్ అనమని బలవంతపెడితే ఏం చేయాలి? | Short Messages | Apostle Dr A S Ranjeet Ophir
M0RYjKXYRVA,channel,హతసాక్షులైనవారు ఏ పునరుత్థానం లో లేపబడతారు? | Short Messages | Apostle Dr A S Ranjeet Ophir
jk3vFFfK-M8,channel,ఆత్మ సంబంధి అనగా? | Short Messages | Apostle Dr A S Ranjeet Ophir
B68aTWF41I0,channel,దేవుడు శారా నవ్వితే ఎందుకు పట్టించుకున్నాడు? | Short Messages | Apo Dr Ranjeet Ophir
kJBSTAPYj7A,channel,ఒక విశ్వాసి రెండు  సంఘాలకి వెళ్తున్నట్లయితే దశమ భాగం ఎక్కడ ఇవ్వాలి? | Short Messages | Dr AS Ophir
M9vDnOcJOXo,channel,నిందారహితులుగా ఉండటం అనగా... | Short Messages | Apostle Dr A S Ranjeet Ophir
2SAHutvSIZQ,channel,సొదొమ పాపమును గూర్చి మొఱ్ఱపెట్టినవారెవరు? | Short Messages | Apostle Dr A S Ranjeet Ophir
Pv2mglxHNds,channel,దేవుడు ఉంటే ఎందుకు కనపడడు? | Short Messages | Dr Ranjeet Ophir
Mor0BF7bNdw,channel,అన్యమత మందిర నిర్మాణాలకు క్రైస్తవులు విరాళాలు ఇవ్వొచ్చా? | Short Messages | Apo Dr A S Ranjeet Ophir
shIFfVdxQ1M,channel,రానున్న లోక్ సభ ఎన్నికలకు IPBP ఎలా సన్నద్ధం అవుతుంది? | Short Messages | Apo Dr AS Ranjeet Ophir
JO2FXf9H8DQ,channel,ఓఫీర్ గారికి అన్ని విషయాల మీద పట్టు ఎలా వచ్చింది? | Short Messages | Apostle Dr A S Ranjeet Ophir
c3ZjrF_2FXI,channel,19-Apr-2024 | Wedding Ceremony of VijayKumar & Barghavi | Word of God | Apostle AS Dr Ranjeet Ophir
eShB_4Pn0-8,channel,క్షీరసాగర మధనం - Episode 184 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 19-Apr-2024
zZT5GfOkufw,channel,దేవుని పరిచర్యలో ఉండే యవ్వనస్థులకు అతి ప్రాముఖ్యమైన సూచన | Short Messages | Apo Dr AS Ranjeet Ophir
V8dLOhTMiPc,channel,బాల్యములోనే రక్షణ పొందితే కలిగే మేలు!! | Short Messages | Apostle Dr A S Ranjeet Ophir
NbWtllAJH9Y,channel,21-Apr-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
ezPfwUrt3l4,channel,20-Apr-2024 | VBS 2024 | Teachers and Volunteers Meeting | Central Church | Ophir Ministries
McZqmdjgNI4,channel,భక్తి సాధన కోసం గ్రంథ పఠన! | Messages for Youth | యువత కోసం | Apo Dr AS Ranjeet Ophir | 19-Apr-2024
wX90g2vPUmE,channel,19-Apr-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 809 | Apo Dr AS Ranjeet Ophir
cYIgCIbqTkQ,channel,17-Apr-2024 | Fasting Prayer for Vacation Bible School (VBS-2024) | ACE Club | Apo A S Ranjeet Ophir
hEctTw0YJV8,channel,17-Apr-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 808 | Apo Dr AS Ranjeet Ophir
lT94aGe_kzg,channel,"14-Apr-2024 | Sunday Service | Pas. Satya | Deliverance Ministry,  KGF Banglore"
WtOS4iQTmlo,channel,14-Apr-2024 | Sunday Service | First Message | Malkajgiri Church | Apo Dr AS Ranjeet Ophir
f9MjKHNpX_0,channel,14-Apr-2024 | 11th Anniversary of Malkajgiri Church | Sunday Service | Apo Dr AS Ranjeet Ophir
6NqZccHKzKE,channel,14-Apr-2024 | Sunday Service | Second Message | Central Church | Apo Dr AS Ranjeet Ophir
2A7J6mFm4CE,channel,13-Apr-2024 | Chittakka B’day celebration and thanks giving prayer
p2qObL7idWc,channel,Ordination Ceremony of Bro Ganesh | 11th Anniversary of AFGC Malkajgiri
iYFqwZRWBmQ,channel,క్షీరసాగర మధనం - Episode 183 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 12-Apr-2024
6qDlCKr1lsc,channel,బ్రద్దలైపోతున్న ఇత్తడి తలుపులు!! | Spiritual Warfare Series | Day 807 | Apo Dr Ophir | 13-Apr-2024
OcnWcWVV5Y0,channel,దేవభక్తి సాధనలో తొలిమెట్టు!! | Messages for Youth | Apo Dr AS Ranjeet Ophir | 12-Apr-2024
an02TpU9DsA,channel,గొధుమలార తస్మాత్ జాగ్రత్త!! | Spiritual Warfare Series | Day 806 | Apo Ranjeet Ophir | 12-Apr-2024
dncr6NMkk_U,channel,క్షీరసాగర మధనం - Episode 182 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 05-Apr-2024
9EzN9sK1SVA,channel,క్షీరసాగర మధనం - Episode 182 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 05-Apr-2024
tQKu7yJNbFk,channel,తీర్పు తీర్చే విషయాలలో క్రైస్తవుడి తెలివైన నిర్ణయం! | Short Messages | Apostle Dr A S Ranjeet Ophir
IgRlFji-fpA,channel,ప్రతీ క్రైస్తవునికి ఉండాల్సిన మనస్సు!!
_636rQvWNtE,channel,భక్తిజీవితంలో నిజమైన గెలుపు!! | Short Messages | Apostle Dr A S Ranjeet Ophir
6z0coV6X7Mw,channel,ప్రమాదాలు ఎందుకు జరుగుతాయి?? | Short Messages | Apostle Dr A S Ranjeet Ophir
89Kycb8l_zk,channel,07-Apr-2024 | Sunday Service | First Message | Central Church | Apostle Dr AS Ranjeet Ophir
tUhMIbOku4g,channel,నాకు సాధ్యం కాని పని!!
72k5p0iN174,channel,07-Apr-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
Op7CiA7s-Pw,channel,బాల భక్తులే శ్రేష్ఠ పౌరులు! | Shresta Birthday Celebrations | Apo A S Ranjeet Ophir | 04-Apr-24
wBxq7bKJ0KQ,channel,దేవ విరోధులకు న్యాయం చేద్దాం! | Spiritual Warfare Series | Day 805 | Apo Ranjeet Ophir | 07-Apr-2024
ZQvJnClU3Nk,channel,నురిపిడి మ్రానుగా చేసిన దేవుడు!! | Short Messages | Apostle Dr A S Ranjeet Ophir
Gt-a4Jbl1UY,channel,05-Apr-2024 | Apo Dr Ranjeet Ophir's 65th Birthday Celebrations | Central Church | Ophir Ministries
6THvVwzFJZw,channel,05-Apr-2024 | Apo Dr A S Ranjeet Ophir's 65th Birthday Celebrations | Central Church | AFGC Nizampet
sLqN-0AK8Ok,channel,05-Apr-2024 | Apo Dr A S Ranjeet Ophir's 65th Birthday Celebrations | Central Church | AFGC Nizampet
7CrE6Zo-Mag,channel,05 -Apr-2024 | Blood Donation Camp | Apo Dr A S Ranjeet Ophir's 65th Birthday Celebrations | RKP
uGtP7N3erqs,channel,05-Apr-2024 | Apo Dr Ranjeet Ophir's 65th Birthday Celebrations | Central Church | Ophir Ministries
6p9c9ow0IHI,channel,ఒక ముఖ్య ప్రకటన | Apo Dr AS Ranjeet Ophir's 65th  Birthday Celebrations | Ophir Ministries
D0DUeyfdxj8,channel,03 -Apr-2024 | AFGC నూతన మందిరం & గృహ ప్రతిష్ట మేడ్చల్ ! | Apo Dr AS Ranjeet Ophir
BPqHy9bGk-Y,channel,ఆత్మ శుద్ధికి అవసరమైన సబ్బు!! | Short Messages  | Apostle Dr A S Ranjeet Ophir
brqpiv9azvM,channel,03 -Apr-2024 | AFGC నూతన మందిరం & గృహ ప్రతిష్ట మేడ్చల్ ! | Apo Dr AS Ranjeet Ophir
d-WBbrcfEJ4,channel,03 -Apr-2024 | AFGC నూతన మందిరం & గృహ ప్రతిష్ట మేడ్చల్ ! | Apo Dr AS Ranjeet Ophir
7r7CoZHBy8k,channel,02 -Apr-2024 |  | Apo Dr AS Ranjeet Ophir
H6SIDULX9mI,channel,02 -Apr-2024 |  | Apo Dr AS Ranjeet Ophir
BV-a9QdbDSc,channel,31-Mar-2024 | Easter Sunday Service | Second Message | Central Church | Apo Dr AS Ranjeet Ophir
_IMu0JH_-kQ,channel,31-Mar-2024 | Easter Sunday Service | First Message | Central Church | Apo Dr AS Ranjeet Ophir
JnVxq7c5i4E,channel,31-Mar-2024 | Easter Sunday Service | First Message | Malkajgiri Church | Apo Dr AS Ranjeet Ophir
RtZjJQzsfU4,channel,క్షీరసాగర మధనం - Episode 181 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 29-Mar-2024
-vFzRXkJRvQ,channel,సిలువ యజ్ఞం వ్యర్థం ఎలా అవుతుంది?? | Spiritual Warfare Series | Day 804 | Apo Dr Ophir | 30-Mar-2024
iX7WMNHq19k,channel,"బిలాము గాడిదను వాడుకున్న దేవుడు, నన్ను వాడుకోడా?? | Short Messages | Apo Dr A S Ranjeet Ophir"
3Jibn-0Wee8,channel,వేదాలను అపహాస్యం చేస్తున్న మూర్ఖులు!! | Good Friday Service | Apo Dr AS Ranjeet Ophir | 29-Mar-2024
O5anf_wzkoE,channel,దేవునికి కావలసిన సంఘం!! | Short Messages | Apostle Dr A S Ranjeet Ophir
gmbyGyQtyUE,channel,అతిగొప్ప పాపం!! | Short Messages | Apostle Dr A S Ranjeet Ophir
-hXoYpEtOP0,channel,దర్శనాన్ని పోగొట్టుకోవద్దు!! | Short Messages | Apostle Dr A S Ranjeet Ophir
YC1mc1CY92g,channel,దర్శనవశులే దేవుని సైన్యం!!  | 44th Divine Visitation Day | Apostle Dr AS Ranjeet Ophir | 27-Mar-2024
Co4W3uJiwR8,channel,క్షీరసాగర మధనం - Episode 180 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 22-Mar-2024
x9jOI8xO4dY,channel,25-Mar-2024 | Morning Meditation | Day 1100 | Yesu Kreesthu Krupa Nidi Ministries
fNNepJk_EP8,channel,24-Mar-2024 | Palm Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
B8PoE3xFhz4,channel,Sunday School Kids | Special Medley | Palm Sunday | Central Church | Ophir Ministries | 24-Mar-2024
md4IHSm3WqM,channel,23-Mar-2024 | Rev Dr K J Rufus' First Death Anniversary | Miryalaguda | Ophir Ministries
fRRgn6-3k_w,channel,22-Mar-2024 | 4th Anniversary | AFGC Jagathgirigutta
IsEAefz50Uw,channel,22-Mar-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 803 | Apo Dr AS Ranjeet Ophir
6dgtEo6DHLA,channel,21-Mar-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 802 | Apo Dr AS Ranjeet Ophir
4nr0meZDE3k,channel,మామా ( మాల మాదిగల ) సమైక్య సమితి మీటింగులో Dr రంజిత్ అన్న సందేశం!
GkEpY4KC_-s,channel,క్షీరసాగర మధనం - Episode 179 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 15-Mar-2024
GjWW3vesS2E,channel,క్షీరసాగర మధనం - Episode 178 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 08-Mar-2024
p5R-cuHsPrs,channel,సిద్ధ పురుషులను మించినవాడా యేసు?! | Sunday Service | Second Message | Apo Dr Ophir | 17-Mar-2024
ehvkMwYmbto,channel,15-Mar-2024 | మాన్యశ్రీ కాన్షీరామ్  90వ జయంతి | మామా ( మాల మాదిగల ) సమైక్య సమితి
JBPcfKR_Zn0,channel,15-Mar-2024 | సంపూర్ణ రాత్రి ప్రార్థన | Spiritual Warfare Series | Day 801 | Apo Dr AS Ranjeet Ophir
W-Zbl4_QtLM,channel,13-Mar-2024 | సర్వ సత్య మహాసభలు ! పొదిలి ప్రకాశం జిల్లా Ap  | Ap Dr AS Ranjeet Ophir
sF9yGjTZxlk,channel,13-Mar-2024 | సర్వ సత్య మహాసభలు ! పొదిలి ప్రకాశం జిల్లా Ap  | Ap Dr AS Ranjeet Ophir
LyAzHyx2apg,channel,13-Mar-2024 | సర్వ సత్య మహాసభలు ! పొదిలి ప్రకాశం జిల్లా Ap  | Ap Dr AS Ranjeet Ophir
CW2rqosFaJM,channel,13-Mar-2024 | Bible Study  | Apostle Dr AS Ranjeet Ophir
LGnZ4t_yJUM,channel,12-Mar-2024 | సర్వ సత్య మహాసభలు ! పొదిలి ప్రకాశం జిల్లా Ap  | Apostle Dr AS Ranjeet Ophir
B7FQYVmlpn0,channel,12-Mar-2024 | OMI నూతన మందిర ప్రతిష్ట మహోత్సవం! దర్శి  | Apostle Dr AS Ranjeet Ophir
vX4_J6wGeoE,channel,12-Mar-2024 |   | Apostle Dr AS Ranjeet Ophir
pu48svHh9OU,channel,12-Mar-2024 |  | Apostle Dr AS Ranjeet Ophir
1PLgYzx3M3Y,channel,12-Mar-2024 |  | Apostle Dr AS Ranjeet Ophir
F3vmlyRYZHE,channel,10-Mar-2024 | Sunday Service | Second Message | Central Church | Apostle Dr AS Ranjeet Ophir
8zdzqLgpvLg,channel,నీతిమంతుల ప్రార్థన!! | Spiritual Warfare Series | Day 800 | Apo Dr AS Ranjeet Ophir | 09-Mar-2024
iy1m_3OV1Mg,channel,క్షీరసాగర మధనం - Episode 175 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 16-Feb-2024
FlaWpLIRjGE,channel,08-Mar-2024 | International Women's Day Celebrations | Central Church | Ophir Ministries
O24WqNxZQfw,channel,మహిళా దినత్సవ సందేశం | International Women's Day | Central Church | Ophir Ministries | 08-Mar-2024
jruCd-_pOTg,channel,"07-Mar-2024 | Ordained Ministers Conference, TS | Hyderabad | Apostle Dr A S Ranjeet Ophir"
t2qZHL9wcg4,channel,క్షీరసాగర మధనం - Episode 177 | అపొ డా ఓఫీర్ గారితో ప్రశ్నోత్తరి | 01-Mar-2024
Dqqny1ihKx0,channel,రాకడ విషయంలో ఏదిదుర్బోధ | Rakada Vishayamulo Edi Durbodha | Ranjith Ophir Audio Messages | 05-Mar-24
SOHgEb-svhQ,channel,04-Mar-2024 | Lazarus & Esther's 25th Anniversary Celebrations | Apo A S Ranjeet Ophir
i3jQqDFO0as,channel,దైవచిత్తములో తుఫానులు | Daiva Chittamulo Tufanulu | Ranjith Ophir Audio Messages | 04-Mar-2024
HamfrFky5_I,channel,"03-Mar-2024 | Neelima weds Uma Mahesh | Wedding Ceremony | AFCG Church Grounds, Nizampet"
hw1Q7e3c2E8,channel,03-Mar-2024 |  | Sunday Service | Central Church | Apostle Dr AS Ranjeet Ophir
y6D88mFEIOU,channel,రక్షణానంద రహస్యం! | Sunday Service | First Message | AFGC Malkajgiri | Apo Dr Ophir | 03-Mar-2024
F8HXs3zFEnI,channel,దేవుని స్వాతంత్ర్యం!! | Sunday Service | Second Message | Apo Dr AS Ranjeet Ophir | 03-Mar-2024
8p6nRTP01Pc,channel,02-Mar-2024 | కడపటి ఏలియా | Kadapati Elia | Ranjith Ophir Audio Messages
